title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Industriemaschine Rheon Z 157Pro,Rheon,Z 157Pro,2004,überholt,nicht geprüft,60.081,EUR,"Amsterdam, Niederlande",Niederlande,2549 x 1327 x 3240 mm,138 kg,Spannung: 220V 60Hz; Leistung: 90 kW,"Gebrauchte Industriemaschine Rheon Z 157Pro, Hersteller: Rheon, Typ: Z 157Pro. Maschine wurde generalüberholt und ist betriebsbereit.",MaschinenWelt Online,No,37240792,Getränkeautomaten,https://www.maschinensucher.de/rheon-z+157pro/i-37240792,https://cdn.machineseeker.com/img/listings/37240792/1.jpg,11.06.2026
Produktionsmaschine Baker Perkins E2843B,Baker Perkins,E2843B,2000,sehr gut (gebraucht),voll funktionsfähig,14.127,EUR,"Birmingham, United Kingdom",United Kingdom,2739 x 766 x 2026 mm,910 kg,,Verkauf einer Produktionsmaschine Baker Perkins E2843B vom Hersteller Baker Perkins. Das Modell E2843B ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht). Ersatzteile verfügbar.,Dietrich Industrieanlagen,No,6209142,Räucheranlagen,https://www.maschinensucher.de/baker+perkins-e2843b/i-6209142,https://cdn.machineseeker.com/img/listings/6209142/1.jpg,10.06.2025
Verarbeitungsanlage Kemper L 5469B,Kemper,L 5469B,,gut (gebraucht),nicht geprüft,5.065,EUR,"Hamburg, Deutschland",Deutschland,,5 kg,Spannung: 230V 50Hz,"Gebrauchte Verarbeitungsanlage Kemper L 5469B, Hersteller: Kemper, Typ: L 5469B. Maschine wurde generalüberholt und ist betriebsbereit. Inklusive Dokumentation und Bedienungsanleitung.",Maschinen Müller GmbH,No,35712748,Molkereianlagen,https://www.maschinensucher.de/kemper-l+5469b/i-35712748,https://cdn.machineseeker.com/img/listings/35712748/1.jpg,18.08.2025
Industriemaschine Dinnissen V332HD,Dinnissen,V332HD,2003,sehr gut (gebraucht),voll funktionsfähig,1.438,EUR,"Leipzig, Deutschland",Deutschland,,167 kg,Spannung: 220V 60Hz,Dinnissen V332HD - Industriemaschine Dinnissen V332HD. Kategorie: Getränkeautomaten. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,Süd-Maschinen Handel,No,12499827,Getränkeautomaten,https://www.maschinensucher.de/dinnissen-v332hd/i-12499827,https://cdn.machineseeker.com/img/listings/12499827/1.jpg,17.11.2025
Prozessanlage Rieter V-550,Rieter,V-550,2007,überholt,voll funktionsfähig,700,EUR,"Bern, Schweiz",Schweiz,,2924 kg,Spannung: 480V 50Hz; Leistung: 45 kW,Rieter Typ V-550. Prozessanlage Rieter V-550. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,MH Maschinenhandel GmbH,Yes,86624422,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/rieter-v-550/i-86624422,https://cdn.machineseeker.com/img/listings/86624422/1.jpg,10.10.2026
Exzenterschneckenpumpe Kemper N 1473-M,Kemper,N 1473-M,,sehr gut (gebraucht),voll funktionsfähig,1.083,EUR,"Barcelona, Spanien",Spanien,,10832 kg,Spannung: 380V 50Hz,Zu verkaufen: Exzenterschneckenpumpe Kemper N 1473-M (Kemper N 1473-M). Die Maschine befindet sich in sehr gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,Surplus Select BV,No,19631697,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/kemper-n+1473-m/i-19631697,https://cdn.machineseeker.com/img/listings/19631697/1.jpg,11.11.2026
Gärschrank Wachtel M-6044XL,Wachtel,M-6044XL,,gut (gebraucht),funktionsfähig,31.016,EUR,"Prag, Tschechien",Tschechien,2638 x 522 x 877 mm,630 kg,,"Gebrauchte Gärschrank Wachtel M-6044XL, Hersteller: Wachtel, Typ: M-6044XL. Maschine wurde generalüberholt und ist betriebsbereit. Transport kann organisiert werden.",Ost-Technik Vertrieb,No,61479327,Bäckereimaschinen,https://www.maschinensucher.de/wachtel-m-6044xl/i-61479327,https://cdn.machineseeker.com/img/listings/61479327/1.jpg,20.09.2025
Pflugscharmischer Amixon H-1803Plus,Amixon,H-1803Plus,1996,sehr gut (gebraucht),voll funktionsfähig,1.630,EUR,"Brüssel, Belgien",Belgien,325 x 1121 x 2377 mm,2395 kg,,Verkauf einer Pflugscharmischer Amixon H-1803Plus vom Hersteller Amixon. Das Modell H-1803Plus ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht).,Dietrich Industrieanlagen,No,19375224,Mischanlagen,https://www.maschinensucher.de/amixon-h-1803plus/i-19375224,https://cdn.machineseeker.com/img/listings/19375224/1.jpg,07.05.2026
Passiermaschine Urschel A 7133,Urschel,A 7133,2008,neuwertig,voll funktionsfähig,101.169,EUR,"Dresden, Deutschland",Deutschland,,,Spannung: 400V 50Hz; Leistung: 4 kW,Verkauf einer Passiermaschine Urschel A 7133 vom Hersteller Urschel. Das Modell A 7133 ist bekannt für seine Zuverlässigkeit. Zustand: neuwertig.,Alpine Technik AG,No,20421839,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/urschel-a+7133/i-20421839,https://cdn.machineseeker.com/img/listings/20421839/1.jpg,26.04.2026
Mehrkopfwaage Pieralisi L 6599Pro,Pieralisi,L 6599Pro,2014,neu,voll funktionsfähig,183.774,EUR,"Dortmund, Deutschland",Deutschland,4881 x 2493 x 1759 mm,1312 kg,Spannung: 480V 50Hz; Leistung: 0.37 kW,Zu verkaufen: Mehrkopfwaage Pieralisi L 6599Pro (Pieralisi L 6599Pro). Die Maschine befindet sich in neuem Zustand. Besichtigung nach Vereinbarung möglich.,Bayerische Maschinenhandel,No,33004980,Waagen (Lebensmittel),https://www.maschinensucher.de/pieralisi-l+6599pro/i-33004980,https://cdn.machineseeker.com/img/listings/33004980/1.jpg,08.09.2026
Fertigungsmaschine Tetra Pak E-417Pro,Tetra Pak,E-417Pro,1999,gut (gebraucht),funktionsfähig,Preisinfo,,"Rotterdam, Niederlande",Niederlande,2188 x 1931 x 367 mm,,,Tetra Pak Typ E-417Pro. Fertigungsmaschine Tetra Pak E-417Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Weitere Bilder auf Anfrage.,FoodMach International,No,70015097,Getränkeautomaten,https://www.maschinensucher.de/tetra+pak-e-417pro/i-70015097,https://cdn.machineseeker.com/img/listings/70015097/1.jpg,11.09.2026
Gefriertunnel Netzsch E-9886,Netzsch,E-9886,2020,überholt,voll funktionsfähig,4.166,EUR,"Amsterdam, Niederlande",Niederlande,1335 x 2627 x 669 mm,,Spannung: 380V 50Hz; Leistung: 11 kW,"Gebrauchte Gefriertunnel Netzsch E-9886, Hersteller: Netzsch, Typ: E-9886. Maschine wurde generalüberholt und ist betriebsbereit.",Industriehandel Schmidt,Yes,48310103,Eismaschinen,https://www.maschinensucher.de/netzsch-e-9886/i-48310103,https://cdn.machineseeker.com/img/listings/48310103/1.jpg,22.05.2025
Fertigungsmaschine Netzsch N5302,Netzsch,N5302,,sehr gut (gebraucht),funktionsfähig,52.055,EUR,"Bologna, Italien",Italien,,112 kg,,Fertigungsmaschine Netzsch N5302 von Netzsch. Modell N5302. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Inbetriebnahme und Schulung möglich.,Nordic Machine Trading,No,61898621,Mengenmaschinen,https://www.maschinensucher.de/netzsch-n5302/i-61898621,https://cdn.machineseeker.com/img/listings/61898621/1.jpg,03.02.2025
Verarbeitungsanlage Baker Perkins H-3245Plus,Baker Perkins,H-3245Plus,2015,gebraucht,eingeschränkt funktionsfähig,7.657,EUR,"Wien, Österreich",Österreich,914 x 1235 x 2683 mm,3124 kg,Spannung: 380V 50Hz; Leistung: 5.5 kW,"Gebrauchte Verarbeitungsanlage Baker Perkins H-3245Plus, Hersteller: Baker Perkins, Typ: H-3245Plus. Maschine wurde generalüberholt und ist betriebsbereit. Maschine kann vor Ort besichtigt werden.",Bayerische Maschinenhandel,Yes,62349096,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/baker+perkins-h-3245plus/i-62349096,https://cdn.machineseeker.com/img/listings/62349096/1.jpg,11.04.2026
Spiralkneter Rondo N 365-L,Rondo,N 365-L,2018,überholt,voll funktionsfähig,8.534,EUR,"Bologna, Italien",Italien,4297 x 759 x 2009 mm,3774 kg,,Rondo Typ N 365-L. Spiralkneter Rondo N 365-L. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Weitere Bilder auf Anfrage.,FoodMach International,No,11032312,Bäckereimaschinen,https://www.maschinensucher.de/rondo-n+365-l/i-11032312,https://cdn.machineseeker.com/img/listings/11032312/1.jpg,13.07.2026
Prozessanlage Hosokawa W 9678Pro,Hosokawa,W 9678Pro,1997,sehr gut (gebraucht),voll funktionsfähig,5.003,EUR,"Zürich, Schweiz",Schweiz,3794 x 1107 x 2799 mm,1952 kg,Spannung: 380V 50Hz,Hosokawa Typ W 9678Pro. Prozessanlage Hosokawa W 9678Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Dietrich Industrieanlagen,Yes,67306748,Getränkeautomaten,https://www.maschinensucher.de/hosokawa-w+9678pro/i-67306748,https://cdn.machineseeker.com/img/listings/67306748/1.jpg,07.04.2025
Verarbeitungsanlage Fristam N 9986,Fristam,N 9986,2021,sehr gut (gebraucht),voll funktionsfähig,11.617,EUR,"Krakau, Polen",Polen,,128 kg,Spannung: 400V 60Hz,"Gebrauchte Verarbeitungsanlage Fristam N 9986, Hersteller: Fristam, Typ: N 9986. Maschine wurde generalüberholt und ist betriebsbereit. Preis ist VB (Verhandlungsbasis).",MaschinenWelt Online,No,10692477,Fettherstellung & Verarbeitung,https://www.maschinensucher.de/fristam-n+9986/i-10692477,https://cdn.machineseeker.com/img/listings/10692477/1.jpg,22.05.2025
Rinser Krones N-7387-M,Krones,N-7387-M,2026,sehr gut (gebraucht),funktionsfähig,3.838,EUR,"Bern, Schweiz",Schweiz,3405 x 1539 x 619 mm,15 kg,Spannung: 220V 60Hz; Leistung: 1.5 kW,Wir bieten eine Rinser Krones N-7387-M der Marke Krones (Modell: N-7387-M) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft.,IndustriePark Nord,Yes,8549742,Getränkemaschinen,https://www.maschinensucher.de/krones-n-7387-m/i-8549742,https://cdn.machineseeker.com/img/listings/8549742/1.jpg,13.06.2026
Fertigungsmaschine Baker Perkins A-3876B,Baker Perkins,A-3876B,2010,gut (gebraucht),eingeschränkt funktionsfähig,2.955,EUR,"Hamburg, Deutschland",Deutschland,1191 x 2305 x 2862 mm,,,Baker Perkins A-3876B - Fertigungsmaschine Baker Perkins A-3876B. Kategorie: Fischverarbeitungsmaschinen. Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Preis ist VB (Verhandlungsbasis).,TechniTrade GmbH,No,52138563,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/baker+perkins-a-3876b/i-52138563,https://cdn.machineseeker.com/img/listings/52138563/1.jpg,01.09.2025
Mischer APV N 9757XL,APV,N 9757XL,1995,überholt,voll funktionsfähig,Preisinfo,,"Salzburg, Österreich",Österreich,4888 x 929 x 691 mm,4197 kg,,Mischer APV N 9757XL von APV. Modell N 9757XL. Zustand: überholt. Maschine ist einsatzbereit und kann sofort geliefert werden. Ersatzteile verfügbar.,Surplus Select BV,No,22175151,Getränkemaschinen,https://www.maschinensucher.de/apv-n+9757xl/i-22175151,https://cdn.machineseeker.com/img/listings/22175151/1.jpg,03.12.2025
Walzentrockner Bosch C-9860-S,Bosch,C-9860-S,,sehr gut (gebraucht),nicht geprüft,33.721,EUR,"Essen, Deutschland",Deutschland,3816 x 555 x 2847 mm,,,Bosch Typ C-9860-S. Walzentrockner Bosch C-9860-S. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Süd-Maschinen Handel,Yes,86193739,Trockner für Lebensmittel,https://www.maschinensucher.de/bosch-c-9860-s/i-86193739,https://cdn.machineseeker.com/img/listings/86193739/1.jpg,06.11.2025
Prozessanlage Kemper H-1905Pro,Kemper,H-1905Pro,2024,gut (gebraucht),voll funktionsfähig,Preisinfo,,"Antwerpen, Belgien",Belgien,1011 x 1350 x 2084 mm,,Spannung: 400V 60Hz,Kemper Typ H-1905Pro. Prozessanlage Kemper H-1905Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,FoodMach International,Yes,27938719,Mengenmaschinen,https://www.maschinensucher.de/kemper-h-1905pro/i-27938719,https://cdn.machineseeker.com/img/listings/27938719/1.jpg,25.01.2025
Fertigungsmaschine Andritz R4806,Andritz,R4806,,überholt,voll funktionsfähig,Preisinfo,,"Birmingham, United Kingdom",United Kingdom,2973 x 289 x 2933 mm,,Spannung: 400V 60Hz; Leistung: 22 kW,Fertigungsmaschine Andritz R4806 - Andritz R4806. Diese Maschine ist in überholtem Zustand und wurde regelmäßig gewartet.,Lebensmitteltechnik Meier,No,67444924,Lagerung & Handhabung,https://www.maschinensucher.de/andritz-r4806/i-67444924,https://cdn.machineseeker.com/img/listings/67444924/1.jpg,10.09.2025
Waschmaschine Sormac Z806Plus,Sormac,Z806Plus,2008,gut (gebraucht),voll funktionsfähig,2.791,EUR,"Düsseldorf, Deutschland",Deutschland,,,Spannung: 480V 50Hz; Leistung: 90 kW,Wir bieten eine Waschmaschine Sormac Z806Plus der Marke Sormac (Modell: Z806Plus) an. Zustand: gut (gebraucht). Alle Funktionen geprüft. Weitere Bilder auf Anfrage.,FoodMach International,No,59805355,Obstverarbeitung & Gemüseverarbeitung,https://www.maschinensucher.de/sormac-z806plus/i-59805355,https://cdn.machineseeker.com/img/listings/59805355/1.jpg,25.11.2026
Konusmischer Zeppelin 9838E,Zeppelin,9838E,2001,gut (gebraucht),funktionsfähig,Preisinfo,,"London, United Kingdom",United Kingdom,,13201 kg,Spannung: 230V 50Hz; Leistung: 30 kW,Zeppelin 9838E - Konusmischer Zeppelin 9838E. Kategorie: Mischanlagen. Zustand: gut (gebraucht). Sofort verfügbar ab Lager. Maschine kann vor Ort besichtigt werden.,Maschinen Müller GmbH,Yes,17549852,Mischanlagen,https://www.maschinensucher.de/zeppelin-9838e/i-17549852,https://cdn.machineseeker.com/img/listings/17549852/1.jpg,10.10.2026
Verarbeitungsanlage Tetra Pak P-7934A,Tetra Pak,P-7934A,2006,gebraucht,voll funktionsfähig,22.841,EUR,"Dresden, Deutschland",Deutschland,1093 x 2982 x 2464 mm,,Spannung: 400V 50Hz; Leistung: 3 kW,Zu verkaufen: Verarbeitungsanlage Tetra Pak P-7934A (Tetra Pak P-7934A). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich.,Gastro-Technik Becker,Yes,99678139,Getränkeautomaten,https://www.maschinensucher.de/tetra+pak-p-7934a/i-99678139,https://cdn.machineseeker.com/img/listings/99678139/1.jpg,09.07.2025
Dampfkochkessel Rational P 7559,Rational,P 7559,2020,gut (gebraucht),voll funktionsfähig,124.356,EUR,"Stuttgart, Deutschland",Deutschland,4932 x 1613 x 387 mm,1906 kg,Spannung: 230V 60Hz,Wir bieten eine Dampfkochkessel Rational P 7559 der Marke Rational (Modell: P 7559) an. Zustand: gut (gebraucht). Alle Funktionen geprüft. Ersatzteile verfügbar.,MaschinenWelt Online,No,52280065,Kochkessel,https://www.maschinensucher.de/rational-p+7559/i-52280065,https://cdn.machineseeker.com/img/listings/52280065/1.jpg,25.09.2026
Kippkochkessel Kustner F6735-L,Kustner,F6735-L,2020,neu,voll funktionsfähig,6.270,EUR,"Lyon, Frankreich",Frankreich,,,Spannung: 400V 50Hz,Kippkochkessel Kustner F6735-L - Kustner F6735-L. Diese Maschine ist in neuem Zustand und wurde regelmäßig gewartet.,Techno-Food Systems,No,83493155,Kochkessel,https://www.maschinensucher.de/kustner-f6735-l/i-83493155,https://cdn.machineseeker.com/img/listings/83493155/1.jpg,10.02.2026
Etikettierer Rovema A 2491,Rovema,A 2491,,gebraucht,voll funktionsfähig,81.059,EUR,"Hamburg, Deutschland",Deutschland,,,Spannung: 220V 50Hz; Leistung: 2.2 kW,Wir bieten eine Etikettierer Rovema A 2491 der Marke Rovema (Modell: A 2491) an. Zustand: gebraucht. Alle Funktionen geprüft.,MaschinenWelt Online,Yes,62536401,Verpackungsmaschinen,https://www.maschinensucher.de/rovema-a+2491/i-62536401,https://cdn.machineseeker.com/img/listings/62536401/1.jpg,28.10.2024
Verarbeitungsanlage Baker Perkins S9107E,Baker Perkins,S9107E,2026,gebraucht,funktionsfähig,1.721,EUR,"Graz, Österreich",Österreich,,2721 kg,,Baker Perkins Typ S9107E. Verarbeitungsanlage Baker Perkins S9107E. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Transport kann organisiert werden.,Industriehandel Schmidt,Yes,40887515,Getreideverarbeitung,https://www.maschinensucher.de/baker+perkins-s9107e/i-40887515,https://cdn.machineseeker.com/img/listings/40887515/1.jpg,10.12.2025
Prozessanlage Pieralisi 4946i,Pieralisi,4946i,2006,gebraucht,voll funktionsfähig,Preisinfo,,"Lyon, Frankreich",Frankreich,,5414 kg,,Prozessanlage Pieralisi 4946i von Pieralisi. Modell 4946i. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Gebrauchte-Maschinen.de,No,18329844,Pastamaschinen,https://www.maschinensucher.de/pieralisi-4946i/i-18329844,https://cdn.machineseeker.com/img/listings/18329844/1.jpg,25.01.2024
Industriemaschine Andritz C7518HD,Andritz,C7518HD,2016,gut (gebraucht),voll funktionsfähig,6.360,EUR,"Krakau, Polen",Polen,,,,Zu verkaufen: Industriemaschine Andritz C7518HD (Andritz C7518HD). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,MH Maschinenhandel GmbH,No,11097819,Siebanlagen für Lebensmittel,https://www.maschinensucher.de/andritz-c7518hd/i-11097819,https://cdn.machineseeker.com/img/listings/11097819/1.jpg,18.08.2025
Membranfilter Dinnissen N 1937Plus,Dinnissen,N 1937Plus,2008,sehr gut (gebraucht),funktionsfähig,3.362,EUR,"Madrid, Spanien",Spanien,3842 x 1007 x 2529 mm,12 kg,Spannung: 220V 60Hz; Leistung: 1.1 kW,Dinnissen Typ N 1937Plus. Membranfilter Dinnissen N 1937Plus. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Ost-Technik Vertrieb,Yes,34922971,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/dinnissen-n+1937plus/i-34922971,https://cdn.machineseeker.com/img/listings/34922971/1.jpg,04.04.2024
Verarbeitungsanlage Tetra Pak D-1505,Tetra Pak,D-1505,2024,gebraucht,funktionsfähig,117.960,EUR,"Bielefeld, Deutschland",Deutschland,1863 x 718 x 2509 mm,,Spannung: 230V 60Hz; Leistung: 75 kW,"Gebrauchte Verarbeitungsanlage Tetra Pak D-1505, Hersteller: Tetra Pak, Typ: D-1505. Maschine wurde generalüberholt und ist betriebsbereit.",Dietrich Industrieanlagen,No,52253863,Maschinen für Feinkost,https://www.maschinensucher.de/tetra+pak-d-1505/i-52253863,https://cdn.machineseeker.com/img/listings/52253863/1.jpg,11.01.2026
Industriemaschine Pieralisi Z 1014B,Pieralisi,Z 1014B,2004,neu,nicht geprüft,223.279,EUR,"Birmingham, United Kingdom",United Kingdom,986 x 2716 x 598 mm,10735 kg,Spannung: 380V 50Hz; Leistung: 45 kW,Industriemaschine Pieralisi Z 1014B von Pieralisi. Modell Z 1014B. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden.,Rhein-Maschinen GmbH,Yes,88252171,Molkereianlagen,https://www.maschinensucher.de/pieralisi-z+1014b/i-88252171,https://cdn.machineseeker.com/img/listings/88252171/1.jpg,27.09.2024
Produktionsmaschine Franz Haas S2243E,Franz Haas,S2243E,2017,gut (gebraucht),funktionsfähig,14.726,EUR,"Düsseldorf, Deutschland",Deutschland,2397 x 2986 x 3096 mm,,Spannung: 230V 60Hz; Leistung: 18.5 kW,Produktionsmaschine Franz Haas S2243E - Franz Haas S2243E. Diese Maschine ist in gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,FoodTech Solutions GmbH,No,84939268,Getreideverarbeitung,https://www.maschinensucher.de/franz+haas-s2243e/i-84939268,https://cdn.machineseeker.com/img/listings/84939268/1.jpg,25.09.2026
Fertigungsmaschine Eirich X-2780,Eirich,X-2780,2002,gut (gebraucht),,20.468,EUR,"Bremen, Deutschland",Deutschland,1811 x 2724 x 2891 mm,,Spannung: 480V 60Hz; Leistung: 90 kW,Wir bieten eine Fertigungsmaschine Eirich X-2780 der Marke Eirich (Modell: X-2780) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Rhein-Maschinen GmbH,No,40599872,Siebanlagen für Lebensmittel,https://www.maschinensucher.de/eirich-x-2780/i-40599872,https://cdn.machineseeker.com/img/listings/40599872/1.jpg,04.08.2025
Pasteur Tetra Pak P 380A,Tetra Pak,P 380A,2014,gebraucht,voll funktionsfähig,117.780,EUR,"Graz, Österreich",Österreich,,2017 kg,Spannung: 400V 50Hz; Leistung: 1.1 kW,Tetra Pak Typ P 380A. Pasteur Tetra Pak P 380A. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Alpine Technik AG,No,61595286,Getränkemaschinen,https://www.maschinensucher.de/tetra+pak-p+380a/i-61595286,https://cdn.machineseeker.com/img/listings/61595286/1.jpg,27.02.2026
Verarbeitungsanlage Handtmann S-5479-M,Handtmann,S-5479-M,2008,sehr gut (gebraucht),voll funktionsfähig,43.614,EUR,"Bologna, Italien",Italien,,,,"Gebrauchte Verarbeitungsanlage Handtmann S-5479-M, Hersteller: Handtmann, Typ: S-5479-M. Maschine wurde generalüberholt und ist betriebsbereit.",Techno-Food Systems,No,94029150,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/handtmann-s-5479-m/i-94029150,https://cdn.machineseeker.com/img/listings/94029150/1.jpg,19.11.2025
Produktionsmaschine Retsch N-5716i,Retsch,N-5716i,,sehr gut (gebraucht),nicht geprüft,8.054,EUR,"Nürnberg, Deutschland",Deutschland,3837 x 861 x 393 mm,143 kg,Spannung: 220V 60Hz; Leistung: 18.5 kW,Retsch N-5716i - Produktionsmaschine Retsch N-5716i. Kategorie: Räucheranlagen. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,ProMach Handels GmbH,No,46700355,Räucheranlagen,https://www.maschinensucher.de/retsch-n-5716i/i-46700355,https://cdn.machineseeker.com/img/listings/46700355/1.jpg,18.02.2024
